"","Drug","cell","Final_conc_uM","median_GR24.x","median_GR24.y","percent_change_GR"
"198","Asparaginase","UACC257",3,0.0239278077723864,0.0272559337351184,87.789352604553
"199","Asparaginase","UACC257",4,0.0271063405625562,0.0272559337351184,99.4511537413612
"200","Asparaginase","UACC257",5,0.0146182898953909,0.0272559337351184,53.6334217622332
"201","BPTES","A498",1,0.0340687911073403,0.0314525111334736,108.318191074678
"202","BPTES","A498",2,0.0322997977111954,0.0314525111334736,102.693859876963
"203","BPTES","A498",3,0.0335202545307406,0.0314525111334736,106.574175869431
"204","BPTES","A498",4,0.0348219194747113,0.0314525111334736,110.712684678623
"205","BPTES","A498",5,0.0282162709368168,0.0314525111334736,89.7107096380214
"206","BPTES","ACHN",1,0.0398234740352092,0.0380091976631821,104.773256168426
"207","BPTES","ACHN",2,0.0378441971182515,0.0380091976631821,99.5658931125231
"208","BPTES","ACHN",3,0.0405849663389697,0.0380091976631821,106.776698362888
"209","BPTES","ACHN",4,0.0387189161856667,0.0380091976631821,101.867228371337
"210","BPTES","ACHN",5,0.03120934179865,0.0380091976631821,82.1099726313907
"211","BPTES","BT549",1,0.0358530772385113,0.0361593240141026,99.153062774426
"212","BPTES","BT549",2,0.0355848638850637,0.0361593240141026,98.4113084392428
"213","BPTES","BT549",3,0.0381555536967946,0.0361593240141026,105.520649893547
"214","BPTES","BT549",4,0.0302568107549387,0.0361593240141026,83.6763727749396
"215","BPTES","BT549",5,0.030112715774889,0.0361593240141026,83.2778725706947
"216","BPTES","COLO205",1,0.0580350346576944,0.0534429368350681,108.592525213946
"217","BPTES","COLO205",2,0.0521960411153049,0.0534429368350681,97.6668652705011
"218","BPTES","COLO205",3,0.0540068257702683,0.0534429368350681,101.055123405625
"219","BPTES","COLO205",4,0.0559004552946185,0.0534429368350681,104.59839710369
"220","BPTES","COLO205",5,0.0454725404562352,0.0534429368350681,85.0861557188923
"221","BPTES","EKVX",1,0.0240067560573999,0.0225374094814301,106.519589472696
"222","BPTES","EKVX",2,0.022339556248542,0.0225374094814301,99.1221119133008
"223","BPTES","EKVX",3,0.0216301796595481,0.0225374094814301,95.9745603298838
"224","BPTES","EKVX",4,0.0225060801021892,0.0225374094814301,99.860989439506
"225","BPTES","EKVX",5,0.010581872539283,0.0225374094814301,46.9524793787949
"226","BPTES","HCT15",1,0.043567657679429,0.0483074373286203,90.1883024409924
"227","BPTES","HCT15",2,0.0498711448205118,0.0483074373286203,103.236991193
"228","BPTES","HCT15",3,0.0478491632146222,0.0483074373286203,99.0513383873365
"229","BPTES","HCT15",4,0.0460532835982399,0.0483074373286203,95.3337335718181
"230","BPTES","HCT15",5,0.0456005638810878,0.0483074373286203,94.3965699750981
"231","BPTES","HOP62",1,0.0315345958222873,0.0328472134228197,96.0038692365284
"232","BPTES","HOP62",2,0.0329181492087221,0.0328472134228197,100.21595678449
"233","BPTES","HOP62",3,0.0319227076938089,0.0328472134228197,97.1854363500783
"234","BPTES","HOP62",4,0.031156587627821,0.0328472134228197,94.8530617400129
"235","BPTES","HOP62",5,0.0283295566235188,0.0328472134228197,86.2464534170732
"236","BPTES","HS578T",1,0.029935631467812,0.0300198026815637,99.7196143670746
"237","BPTES","HS578T",2,0.0308004515240277,0.0300198026815637,102.600446281226
"238","BPTES","HS578T",3,0.0284268558465746,0.0300198026815637,94.6936798623018
"239","BPTES","HS578T",4,0.0310464385379801,0.0300198026815637,103.419862106712
"240","BPTES","HS578T",5,0.0230769230286381,0.0300198026815637,76.8723341503191
"241","BPTES","HT29",1,0.0503628845333375,0.0476834215568565,105.619275817458
"242","BPTES","HT29",2,0.0477339559520631,0.0476834215568565,100.105978961989
"243","BPTES","HT29",3,0.046698638868761,0.0476834215568565,97.9347482711128
"244","BPTES","HT29",4,0.0466481871666449,0.0476834215568565,97.8289427301746
"245","BPTES","HT29",5,0.0431915954871494,0.0476834215568565,90.5798998413922
"246","BPTES","IGROV1",1,0.0393457730922601,0.038474897061932,102.263491514808
"247","BPTES","IGROV1",2,0.0381628074798487,0.038474897061932,99.1888488185402
"248","BPTES","IGROV1",3,0.0384546641998509,0.038474897061932,99.9474128233571
"249","BPTES","IGROV1",4,0.041474853540259,0.038474897061932,107.797178699395
"250","BPTES","IGROV1",5,0.0360871494787983,0.038474897061932,93.7940117700893
"251","BPTES","LOXIMVI",1,0.0523886961903408,0.0508644306721432,102.996721870382
"252","BPTES","LOXIMVI",2,0.0518060701090331,0.0508644306721432,101.851272931687
"253","BPTES","LOXIMVI",3,0.0507615291340774,0.0508644306721432,99.7976945053625
"254","BPTES","LOXIMVI",4,0.0491717386349114,0.0508644306721432,96.672149840539
"255","BPTES","LOXIMVI",5,0.0441532331531845,0.0508644306721432,86.8057158405704
"256","BPTES","M14",1,0.0369962942116697,0.0383425390848164,96.488900043451
"257","BPTES","M14",2,0.0376194990933323,0.0383425390848164,98.1142615780224
"258","BPTES","M14",3,0.0389329751623409,0.0383425390848164,101.539898221707
"259","BPTES","M14",4,0.0394429329735183,0.0383425390848164,102.869903545688
"260","BPTES","M14",5,0.0401340326076159,0.0383425390848164,104.672339301361
"261","BPTES","MALME3M",1,0.0155171718422497,0.0149155090091872,104.033806909922
"262","BPTES","MALME3M",2,0.0150385388569694,0.0149155090091872,100.824845117297
"263","BPTES","MALME3M",3,0.0141321018753549,0.0149155090091872,94.7477009778899
"264","BPTES","MALME3M",4,0.0142040782487423,0.0149155090091872,95.2302616021572
"265","BPTES","MALME3M",5,0.015029036992037,0.0149155090091872,100.761140520112
"266","BPTES","MDAMB231",1,0.0330264914432347,0.0313143348703864,105.467644706283
"267","BPTES","MDAMB231",2,0.0325689085118158,0.0313143348703864,104.006387638831
"268","BPTES","MDAMB231",3,0.0308123197262131,0.0313143348703864,98.396851964919
"269","BPTES","MDAMB231",4,0.0310832084653012,0.0313143348703864,99.2619150109946
"270","BPTES","MDAMB231",5,0.0299741913586632,0.0313143348703864,95.7203513430183
"271","BPTES","OVCAR4",1,0.028612607310735,0.029170765833557,98.0865825532087
"272","BPTES","OVCAR4",2,0.0296670254094217,0.029170765833557,101.701222308308
"273","BPTES","OVCAR4",3,0.0278640676256986,0.029170765833557,95.520521417524
"274","BPTES","OVCAR4",4,0.0283403041946329,0.029170765833557,97.1531030633116
"275","BPTES","OVCAR4",5,0.0230324931684594,0.029170765833557,78.9574510997707
"276","BPTES","OVCAR5",1,0.0473835763468987,0.0434162002674235,109.138008519949
"277","BPTES","OVCAR5",2,0.0452035630947911,0.0434162002674235,104.116810813379
"278","BPTES","OVCAR5",3,0.0429647808949027,0.0434162002674235,98.9602513123206
"279","BPTES","OVCAR5",4,0.0417747632248571,0.0434162002674235,96.2192982516757
"280","BPTES","OVCAR5",5,0.0361065911846879,0.0434162002674235,83.1638673174716
"281","BPTES","SF539",1,0.0406249281438699,0.0384652108775527,105.614728782307
"282","BPTES","SF539",2,0.0389187281786078,0.0384652108775527,101.179032405409
"283","BPTES","SF539",3,0.04129507889305,0.0384652108775527,107.356954377569
"284","BPTES","SF539",4,0.0360077823530082,0.0384652108775527,93.6112958476497
"285","BPTES","SF539",5,0.0303933508358827,0.0384652108775527,79.0151675825582
"286","BPTES","SKMEL2",1,0.0344950126756317,0.0333796703715687,103.341382019797
"287","BPTES","SKMEL2",2,0.0327538848532753,0.0333796703715687,98.125249556609
"288","BPTES","SKMEL2",3,0.0294077156789033,0.0333796703715687,88.1006773031271
"289","BPTES","SKMEL2",4,0.0327189915614557,0.0333796703715687,98.0207149958084
"290","BPTES","SKMEL2",5,0.0292278054367201,0.0333796703715687,87.5616958207441
"291","BPTES","SW620",1,0.038596402632546,0.037384362126904,103.242105620333
"292","BPTES","SW620",2,0.0377573324170208,0.037384362126904,100.997663913191
"293","BPTES","SW620",3,0.0380114192352535,0.037384362126904,101.677324615627
"294","BPTES","SW620",4,0.0373928379106566,0.037384362126904,100.022672003133
"295","BPTES","SW620",5,0.0312224552012918,0.037384362126904,83.5174212557241
"296","BPTES","T47D",1,0.0288705173930968,0.0276361106024267,104.466644414723
"297","BPTES","T47D",2,0.0267174752500984,0.0276361106024267,96.6759600670883
"298","BPTES","T47D",3,0.028170514986713,0.0276361106024267,101.933717779518
"299","BPTES","T47D",4,0.027405646251921,0.0276361106024267,99.1660753069734
"300","BPTES","T47D",5,0.0123120501075162,0.0276361106024267,44.5505892078571
"301","BPTES","UACC257",1,0.0265896966708161,0.0272559337351184,97.5556256088048
"302","BPTES","UACC257",2,0.0267407193819377,0.0272559337351184,98.1097167384258
"303","BPTES","UACC257",3,0.0271544441768918,0.0272559337351184,99.6276423357461
"304","BPTES","UACC257",4,0.0257904115322653,0.0272559337351184,94.6231076979585
"305","BPTES","UACC257",5,0.00740945357229375,0.0272559337351184,27.1847357874476
"306","Chlormethine","A498",1,0.0335134556766449,0.0314525111334736,106.55255961734
"307","Chlormethine","A498",2,0.0329100201126821,0.0314525111334736,104.633998770475
"308","Chlormethine","A498",3,0.0345664684876305,0.0314525111334736,109.900504735353
"309","Chlormethine","A498",4,0.0235317167992012,0.0314525111334736,74.8166551768817
"310","Chlormethine","A498",5,0.00651183275225838,0.0314525111334736,20.7036974714814
"311","Chlormethine","ACHN",1,0.0389756426714011,0.0380091976631821,102.542660902193
"312","Chlormethine","ACHN",2,0.0390522596578152,0.0380091976631821,102.744235760713
"313","Chlormethine","ACHN",3,0.0389145757312191,0.0380091976631821,102.38199731565
"314","Chlormethine","ACHN",4,0.0290751062757777,0.0380091976631821,76.4949224485776
"315","Chlormethine","ACHN",5,0.00805235208796547,0.0380091976631821,21.1852724683148
"316","Chlormethine","BT549",1,0.0340221605582951,0.0361593240141026,94.0895923414553
"317","Chlormethine","BT549",2,0.0372042102511588,0.0361593240141026,102.889673038823
"318","Chlormethine","BT549",4,0.0291495162020014,0.0361593240141026,80.6141071404783
"319","Chlormethine","BT549",5,0.0295434440807098,0.0361593240141026,81.7035298259101
"320","Chlormethine","COLO205",1,0.0545555263371901,0.0534429368350681,102.081827025254
"321","Chlormethine","COLO205",2,0.0522085158303991,0.0534429368350681,97.6902073917109
