"","idx","injseq","source_plate","well384","well96","cell","drug","conc","quadrant"
"25774",15892,"218","P2","L9","F5","SW620","Methotrexate","1.10e-01",3
"25775",12799,"303","P2","L9","F5","COLO205","Methotrexate","1.10e-01",3
"25776",6288,"301","P2","L9","F5","HOP62","Methotrexate","1.10e-01",3
"25777",9413,"231","P2","L9","F5","HT29","Methotrexate","1.10e-01",3
"25778",32246,"248","P2","L9","F5","SF539","Methotrexate","1.10e-01",3
"25779",3003,"279","P2","L9","F5","MDAMB231","Methotrexate","1.10e-01",3
"25780",1389,"288","P2","L9","F5","LOXIMVI","Methotrexate","1.10e-01",3
"25781",21724,"282","P2","L9","F5","MALME3M","Methotrexate","1.10e-01",3
"25782",30614,"248","P2","L9","F5","SKMEL2","Methotrexate","1.10e-01",3
"25783",30365,"123","P2","M10","G5","SKMEL2","YC-1","1.10e+01",2
"25784",4404,"171","P2","M10","G5","T47D","YC-1","1.10e+01",2
"25785",23101,"156","P2","M10","G5","ACHN","YC-1","1.10e+01",2
"25786",1084,"136","P2","M10","G5","LOXIMVI","YC-1","1.10e+01",2
"25787",9330,"190","P2","M10","G5","HT29","YC-1","1.10e+01",2
"25788",32141,"195","P2","M10","G5","SF539","YC-1","1.10e+01",2
"25789",23100,"156","P2","M10","G5","ACHN","YC-1","1.10e+01",2
"25790",30364,"123","P2","M10","G5","SKMEL2","YC-1","1.10e+01",2
"25791",18236,"166","P2","M10","G5","M14","YC-1","1.10e+01",2
"25792",4405,"171","P2","M10","G5","T47D","YC-1","1.10e+01",2
"25793",10109,"171","P2","M10","G5","OVCAR5","YC-1","1.10e+01",2
"25794",27236,"184","P2","M10","G5","IGROV1","YC-1","1.10e+01",2
"25795",9331,"190","P2","M10","G5","HT29","YC-1","1.10e+01",2
"25796",7683,"182","P2","M10","G5","EKVX","YC-1","1.10e+01",2
"25797",19851,"157","P2","M10","G5","A498","YC-1","1.10e+01",2
"25798",27237,"184","P2","M10","G5","IGROV1","YC-1","1.10e+01",2
"25799",14209,"192","P2","M10","G5","UACC257","YC-1","1.10e+01",2
"25800",5971,"142","P2","M10","G5","HOP62","YC-1","1.10e+01",2
"25801",19850,"157","P2","M10","G5","A498","YC-1","1.10e+01",2
"25802",1085,"136","P2","M10","G5","LOXIMVI","YC-1","1.10e+01",2
"25803",32795,"114","P2","M10","G5","BT549","YC-1","1.10e+01",2
"25804",7682,"182","P2","M10","G5","EKVX","YC-1","1.10e+01",2
"25805",12411,"109","P2","M10","G5","COLO205","YC-1","1.10e+01",2
"25806",28006,"161","P2","M10","G5","HCT15","YC-1","1.10e+01",2
"25807",18237,"166","P2","M10","G5","M14","YC-1","1.10e+01",2
"25808",10108,"171","P2","M10","G5","OVCAR5","YC-1","1.10e+01",2
"25809",32794,"114","P2","M10","G5","BT549","YC-1","1.10e+01",2
"25810",32140,"195","P2","M10","G5","SF539","YC-1","1.10e+01",2
"25811",14208,"192","P2","M10","G5","UACC257","YC-1","1.10e+01",2
"25812",28007,"161","P2","M10","G5","HCT15","YC-1","1.10e+01",2
"25813",5970,"142","P2","M10","G5","HOP62","YC-1","1.10e+01",2
"25814",21553,"196","P2","M10","G5","MALME3M","YC-1","1.10e+01",2
"25815",21552,"196","P2","M10","G5","MALME3M","YC-1","1.10e+01",2
"25816",2850,"203","P2","M10","G5","MDAMB231","YC-1","1.10e+01",2
"25817",12410,"109","P2","M10","G5","COLO205","YC-1","1.10e+01",2
"25818",25626,"195","P2","M10","G5","HS578T","YC-1","1.10e+01",2
"25819",15677,"110","P2","M10","G5","SW620","YC-1","1.10e+01",2
"25820",17476,"194","P2","M10","G5","OVCAR4","YC-1","1.10e+01",2
"25821",2851,"203","P2","M10","G5","MDAMB231","YC-1","1.10e+01",2
"25822",25627,"195","P2","M10","G5","HS578T","YC-1","1.10e+01",2
"25823",17477,"194","P2","M10","G5","OVCAR4","YC-1","1.10e+01",2
"25824",15676,"110","P2","M10","G5","SW620","YC-1","1.10e+01",2
"25825",964," 76","P2","M11","G6","LOXIMVI","Etomoxir","1.10e-02",1
"25826",18059," 77","P2","M11","G6","M14","Etomoxir","1.10e-02",1
"25827",4123," 30","P2","M11","G6","T47D","Etomoxir","1.10e-02",1
"25828",25356," 60","P2","M11","G6","HS578T","Etomoxir","1.10e-02",1
"25829",965," 76","P2","M11","G6","LOXIMVI","Etomoxir","1.10e-02",1
"25830",4122," 30","P2","M11","G6","T47D","Etomoxir","1.10e-02",1
"25831",21304," 72","P2","M11","G6","MALME3M","Etomoxir","1.10e-02",1
"25832",32749," 91","P2","M11","G6","BT549","Etomoxir","1.10e-02",1
"25833",27032," 82","P2","M11","G6","IGROV1","Etomoxir","1.10e-02",1
"25834",27033," 82","P2","M11","G6","IGROV1","Etomoxir","1.10e-02",1
"25835",30151," 16","P2","M11","G6","SKMEL2","Etomoxir","1.10e-02",1
"25836",13970," 73","P2","M11","G6","UACC257","Etomoxir","1.10e-02",1
"25837",5723," 18","P2","M11","G6","HOP62","Etomoxir","1.10e-02",1
"25838",9947," 90","P2","M11","G6","OVCAR5","Etomoxir","1.10e-02",1
"25839",15585," 64","P2","M11","G6","SW620","Etomoxir","1.10e-02",1
"25840",7501," 91","P2","M11","G6","EKVX","Etomoxir","1.10e-02",1
"25841",2573," 64","P2","M11","G6","MDAMB231","Etomoxir","1.10e-02",1
"25842",7500," 91","P2","M11","G6","EKVX","Etomoxir","1.10e-02",1
"25843",17184," 48","P2","M11","G6","OVCAR4","Etomoxir","1.10e-02",1
"25844",9012," 31","P2","M11","G6","HT29","Etomoxir","1.10e-02",1
"25845",22912," 62","P2","M11","G6","ACHN","Etomoxir","1.10e-02",1
"25846",32748," 91","P2","M11","G6","BT549","Etomoxir","1.10e-02",1
"25847",13971," 73","P2","M11","G6","UACC257","Etomoxir","1.10e-02",1
"25848",5722," 18","P2","M11","G6","HOP62","Etomoxir","1.10e-02",1
"25849",12321," 64","P2","M11","G6","COLO205","Etomoxir","1.10e-02",1
"25850",25357," 60","P2","M11","G6","HS578T","Etomoxir","1.10e-02",1
"25851",19551,"  7","P2","M11","G6","A498","Etomoxir","1.10e-02",1
"25852",19550,"  7","P2","M11","G6","A498","Etomoxir","1.10e-02",1
"25853",17185," 48","P2","M11","G6","OVCAR4","Etomoxir","1.10e-02",1
"25854",9946," 90","P2","M11","G6","OVCAR5","Etomoxir","1.10e-02",1
"25855",18058," 77","P2","M11","G6","M14","Etomoxir","1.10e-02",1
"25856",27873," 94","P2","M11","G6","HCT15","Etomoxir","1.10e-02",1
"25857",27872," 94","P2","M11","G6","HCT15","Etomoxir","1.10e-02",1
"25858",22913," 62","P2","M11","G6","ACHN","Etomoxir","1.10e-02",1
"25859",12320," 64","P2","M11","G6","COLO205","Etomoxir","1.10e-02",1
"25860",31935," 92","P2","M11","G6","SF539","Etomoxir","1.10e-02",1
"25861",31934," 92","P2","M11","G6","SF539","Etomoxir","1.10e-02",1
"25862",30150," 16","P2","M11","G6","SKMEL2","Etomoxir","1.10e-02",1
"25863",15584," 64","P2","M11","G6","SW620","Etomoxir","1.10e-02",1
"25864",2572," 64","P2","M11","G6","MDAMB231","Etomoxir","1.10e-02",1
"25865",9013," 31","P2","M11","G6","HT29","Etomoxir","1.10e-02",1
"25866",21305," 72","P2","M11","G6","MALME3M","Etomoxir","1.10e-02",1
"25867",30400,"141","P2","M12","G6","SKMEL2","Topotecan","1.10e+00",2
"25868",28089,"202","P2","M12","G6","HCT15","Topotecan","1.10e+00",2
"25869",7636,"159","P2","M12","G6","EKVX","Topotecan","1.10e+00",2
"25870",25641,"202","P2","M12","G6","HS578T","Topotecan","1.10e+00",2
"25871",28088,"202","P2","M12","G6","HCT15","Topotecan","1.10e+00",2
"25872",10150,"192","P2","M12","G6","OVCAR5","Topotecan","1.10e+00",2
"25873",1157,"172","P2","M12","G6","LOXIMVI","Topotecan","1.10e+00",2
"25874",7637,"159","P2","M12","G6","EKVX","Topotecan","1.10e+00",2
"25875",10151,"192","P2","M12","G6","OVCAR5","Topotecan","1.10e+00",2
"25876",9234,"142","P2","M12","G6","HT29","Topotecan","1.10e+00",2
"25877",17304,"108","P2","M12","G6","OVCAR4","Topotecan","1.10e+00",2
"25878",4347,"142","P2","M12","G6","T47D","Topotecan","1.10e+00",2
"25879",12467,"137","P2","M12","G6","COLO205","Topotecan","1.10e+00",2
"25880",27160,"146","P2","M12","G6","IGROV1","Topotecan","1.10e+00",2
"25881",12466,"137","P2","M12","G6","COLO205","Topotecan","1.10e+00",2
"25882",23060,"136","P2","M12","G6","ACHN","Topotecan","1.10e+00",2
"25883",25640,"202","P2","M12","G6","HS578T","Topotecan","1.10e+00",2
"25884",1156,"172","P2","M12","G6","LOXIMVI","Topotecan","1.10e+00",2
"25885",18257,"176","P2","M12","G6","M14","Topotecan","1.10e+00",2
"25886",4346,"142","P2","M12","G6","T47D","Topotecan","1.10e+00",2
"25887",23061,"136","P2","M12","G6","ACHN","Topotecan","1.10e+00",2
"25888",32958,"196","P2","M12","G6","BT549","Topotecan","1.10e+00",2
"25889",5946,"130","P2","M12","G6","HOP62","Topotecan","1.10e+00",2
"25890",2771,"163","P2","M12","G6","MDAMB231","Topotecan","1.10e+00",2
"25891",27161,"146","P2","M12","G6","IGROV1","Topotecan","1.10e+00",2
"25892",19754,"109","P2","M12","G6","A498","Topotecan","1.10e+00",2
"25893",31993,"121","P2","M12","G6","SF539","Topotecan","1.10e+00",2
"25894",19755,"109","P2","M12","G6","A498","Topotecan","1.10e+00",2
"25895",32959,"196","P2","M12","G6","BT549","Topotecan","1.10e+00",2
"25896",9235,"142","P2","M12","G6","HT29","Topotecan","1.10e+00",2
"25897",14071,"123","P2","M12","G6","UACC257","Topotecan","1.10e+00",2
"25898",14070,"123","P2","M12","G6","UACC257","Topotecan","1.10e+00",2
"25899",15739,"141","P2","M12","G6","SW620","Topotecan","1.10e+00",2
"25900",2770,"163","P2","M12","G6","MDAMB231","Topotecan","1.10e+00",2
"25901",17305,"108","P2","M12","G6","OVCAR4","Topotecan","1.10e+00",2
"25902",21415,"127","P2","M12","G6","MALME3M","Topotecan","1.10e+00",2
"25903",18256,"176","P2","M12","G6","M14","Topotecan","1.10e+00",2
"25904",30401,"141","P2","M12","G6","SKMEL2","Topotecan","1.10e+00",2
"25905",5947,"130","P2","M12","G6","HOP62","Topotecan","1.10e+00",2
"25906",31992,"121","P2","M12","G6","SF539","Topotecan","1.10e+00",2
"25907",21414,"127","P2","M12","G6","MALME3M","Topotecan","1.10e+00",2
"25908",15738,"141","P2","M12","G6","SW620","Topotecan","1.10e+00",2
"25909",9797," 15","P2","M13","G7","OVCAR5","Metformin","1.10e+02",1
"25910",9796," 15","P2","M13","G7","OVCAR5","Metformin","1.10e+02",1
"25911",9111," 80","P2","M13","G7","HT29","Metformin","1.10e+02",1
"25912",15552," 48","P2","M13","G7","SW620","Metformin","1.10e+02",1
"25913",7432," 57","P2","M13","G7","EKVX","Metformin","1.10e+02",1
"25914",19700," 82","P2","M13","G7","A498","Metformin","1.10e+02",1
"25915",30228," 55","P2","M13","G7","SKMEL2","Metformin","1.10e+02",1
"25916",17219," 65","P2","M13","G7","OVCAR4","Metformin","1.10e+02",1
"25917",7433," 57","P2","M13","G7","EKVX","Metformin","1.10e+02",1
"25918",31920," 85","P2","M13","G7","SF539","Metformin","1.10e+02",1
"25919",30229," 55","P2","M13","G7","SKMEL2","Metformin","1.10e+02",1
"25920",9110," 80","P2","M13","G7","HT29","Metformin","1.10e+02",1
"25921",21247," 43","P2","M13","G7","MALME3M","Metformin","1.10e+02",1
"25922",26917," 24","P2","M13","G7","IGROV1","Metformin","1.10e+02",1
"25923",25316," 40","P2","M13","G7","HS578T","Metformin","1.10e+02",1
"25924",12203,"  5","P2","M13","G7","COLO205","Metformin","1.10e+02",1
"25925",31921," 85","P2","M13","G7","SF539","Metformin","1.10e+02",1
"25926",22896," 54","P2","M13","G7","ACHN","Metformin","1.10e+02",1
"25927",25317," 40","P2","M13","G7","HS578T","Metformin","1.10e+02",1
"25928",32688," 61","P2","M13","G7","BT549","Metformin","1.10e+02",1
"25929",27840," 78","P2","M13","G7","HCT15","Metformin","1.10e+02",1
"25930",18024," 60","P2","M13","G7","M14","Metformin","1.10e+02",1
"25931",4109," 23","P2","M13","G7","T47D","Metformin","1.10e+02",1
"25932",2639," 97","P2","M13","G7","MDAMB231","Metformin","1.10e+02",1
"25933",4108," 23","P2","M13","G7","T47D","Metformin","1.10e+02",1
"25934",32689," 61","P2","M13","G7","BT549","Metformin","1.10e+02",1
"25935",27841," 78","P2","M13","G7","HCT15","Metformin","1.10e+02",1
"25936",13917," 46","P2","M13","G7","UACC257","Metformin","1.10e+02",1
"25937",26916," 24","P2","M13","G7","IGROV1","Metformin","1.10e+02",1
"25938",875," 31","P2","M13","G7","LOXIMVI","Metformin","1.10e+02",1
"25939",12202,"  5","P2","M13","G7","COLO205","Metformin","1.10e+02",1
"25940",22897," 54","P2","M13","G7","ACHN","Metformin","1.10e+02",1
"25941",17218," 65","P2","M13","G7","OVCAR4","Metformin","1.10e+02",1
"25942",19701," 82","P2","M13","G7","A498","Metformin","1.10e+02",1
"25943",21246," 43","P2","M13","G7","MALME3M","Metformin","1.10e+02",1
"25944",13916," 46","P2","M13","G7","UACC257","Metformin","1.10e+02",1
"25945",18025," 60","P2","M13","G7","M14","Metformin","1.10e+02",1
"25946",15553," 48","P2","M13","G7","SW620","Metformin","1.10e+02",1
"25947",5856," 85","P2","M13","G7","HOP62","Metformin","1.10e+02",1
"25948",5857," 85","P2","M13","G7","HOP62","Metformin","1.10e+02",1
"25949",2638," 97","P2","M13","G7","MDAMB231","Metformin","1.10e+02",1
"25950",874," 31","P2","M13","G7","LOXIMVI","Metformin","1.10e+02",1
"25951",27273,"202","P2","M14","G7","IGROV1","Cladribine","1.10e+01",2
"25952",32071,"160","P2","M14","G7","SF539","Cladribine","1.10e+01",2
"25953",15705,"124","P2","M14","G7","SW620","Cladribine","1.10e+01",2
"25954",1142,"165","P2","M14","G7","LOXIMVI","Cladribine","1.10e+01",2
"25955",32070,"160","P2","M14","G7","SF539","Cladribine","1.10e+01",2
"25956",17369,"140","P2","M14","G7","OVCAR4","Cladribine","1.10e+01",2
"25957",2669,"112","P2","M14","G7","MDAMB231","Cladribine","1.10e+01",2
"25958",12434,"121","P2","M14","G7","COLO205","Cladribine","1.10e+01",2
"25959",25616,"190","P2","M14","G7","HS578T","Cladribine","1.10e+01",2
"25960",4400,"169","P2","M14","G7","T47D","Cladribine","1.10e+01",2
"25961",4401,"169","P2","M14","G7","T47D","Cladribine","1.10e+01",2
"25962",32866,"150","P2","M14","G7","BT549","Cladribine","1.10e+01",2
"25963",25617,"190","P2","M14","G7","HS578T","Cladribine","1.10e+01",2
"25964",17368,"140","P2","M14","G7","OVCAR4","Cladribine","1.10e+01",2
"25965",27272,"202","P2","M14","G7","IGROV1","Cladribine","1.10e+01",2
"25966",7568,"125","P2","M14","G7","EKVX","Cladribine","1.10e+01",2
"25967",23110,"161","P2","M14","G7","ACHN","Cladribine","1.10e+01",2
"25968",9359,"204","P2","M14","G7","HT29","Cladribine","1.10e+01",2
"25969",28057,"186","P2","M14","G7","HCT15","Cladribine","1.10e+01",2
"25970",14216,"196","P2","M14","G7","UACC257","Cladribine","1.10e+01",2
"25971",6028,"171","P2","M14","G7","HOP62","Cladribine","1.10e+01",2
"25972",19909,"186","P2","M14","G7","A498","Cladribine","1.10e+01",2
"25973",30467,"174","P2","M14","G7","SKMEL2","Cladribine","1.10e+01",2
"25974",2668,"112","P2","M14","G7","MDAMB231","Cladribine","1.10e+01",2
"25975",12435,"121","P2","M14","G7","COLO205","Cladribine","1.10e+01",2
"25976",28056,"186","P2","M14","G7","HCT15","Cladribine","1.10e+01",2
"25977",10154,"194","P2","M14","G7","OVCAR5","Cladribine","1.10e+01",2
"25978",19908,"186","P2","M14","G7","A498","Cladribine","1.10e+01",2
"25979",32867,"150","P2","M14","G7","BT549","Cladribine","1.10e+01",2
"25980",10155,"194","P2","M14","G7","OVCAR5","Cladribine","1.10e+01",2
"25981",21401,"120","P2","M14","G7","MALME3M","Cladribine","1.10e+01",2
"25982",6029,"171","P2","M14","G7","HOP62","Cladribine","1.10e+01",2
"25983",18283,"189","P2","M14","G7","M14","Cladribine","1.10e+01",2
"25984",30466,"174","P2","M14","G7","SKMEL2","Cladribine","1.10e+01",2
"25985",1143,"165","P2","M14","G7","LOXIMVI","Cladribine","1.10e+01",2
"25986",14217,"196","P2","M14","G7","UACC257","Cladribine","1.10e+01",2
"25987",9358,"204","P2","M14","G7","HT29","Cladribine","1.10e+01",2
"25988",7569,"125","P2","M14","G7","EKVX","Cladribine","1.10e+01",2
"25989",23111,"161","P2","M14","G7","ACHN","Cladribine","1.10e+01",2
"25990",15704,"124","P2","M14","G7","SW620","Cladribine","1.10e+01",2
"25991",18282,"189","P2","M14","G7","M14","Cladribine","1.10e+01",2
"25992",21400,"120","P2","M14","G7","MALME3M","Cladribine","1.10e+01",2
"25993",4168," 53","P2","M15","G8","T47D","Oxfenicine","2.77e+00",1
"25994",5821," 67","P2","M15","G8","HOP62","Oxfenicine","2.77e+00",1
"25995",17196," 54","P2","M15","G8","OVCAR4","Oxfenicine","2.77e+00",1
"25996",27885,"100","P2","M15","G8","HCT15","Oxfenicine","2.77e+00",1
"25997",30139," 10","P2","M15","G8","SKMEL2","Oxfenicine","2.77e+00",1
"25998",9849," 41","P2","M15","G8","OVCAR5","Oxfenicine","2.77e+00",1
"25999",31878," 64","P2","M15","G8","SF539","Oxfenicine","2.77e+00",1
"26000",27884,"100","P2","M15","G8","HCT15","Oxfenicine","2.77e+00",1
"26001",30138," 10","P2","M15","G8","SKMEL2","Oxfenicine","2.77e+00",1
"26002",9147," 98","P2","M15","G8","HT29","Oxfenicine","2.77e+00",1
"26003",22922," 67","P2","M15","G8","ACHN","Oxfenicine","2.77e+00",1
"26004",13897," 36","P2","M15","G8","UACC257","Oxfenicine","2.77e+00",1
"26005",27005," 68","P2","M15","G8","IGROV1","Oxfenicine","2.77e+00",1
"26006",22923," 67","P2","M15","G8","ACHN","Oxfenicine","2.77e+00",1
"26007",15583," 63","P2","M15","G8","SW620","Oxfenicine","2.77e+00",1
"26008",2649,"102","P2","M15","G8","MDAMB231","Oxfenicine","2.77e+00",1
"26009",12310," 59","P2","M15","G8","COLO205","Oxfenicine","2.77e+00",1
"26010",15582," 63","P2","M15","G8","SW620","Oxfenicine","2.77e+00",1
"26011",21183," 11","P2","M15","G8","MALME3M","Oxfenicine","2.77e+00",1
"26012",32676," 55","P2","M15","G8","BT549","Oxfenicine","2.77e+00",1
"26013",25248,"  6","P2","M15","G8","HS578T","Oxfenicine","2.77e+00",1
"26014",17197," 54","P2","M15","G8","OVCAR4","Oxfenicine","2.77e+00",1
"26015",19547,"  5","P2","M15","G8","A498","Oxfenicine","2.77e+00",1
"26016",17996," 46","P2","M15","G8","M14","Oxfenicine","2.77e+00",1
"26017",12311," 59","P2","M15","G8","COLO205","Oxfenicine","2.77e+00",1
"26018",1003," 95","P2","M15","G8","LOXIMVI","Oxfenicine","2.77e+00",1
"26019",5820," 67","P2","M15","G8","HOP62","Oxfenicine","2.77e+00",1
"26020",4169," 53","P2","M15","G8","T47D","Oxfenicine","2.77e+00",1
"26021",32677," 55","P2","M15","G8","BT549","Oxfenicine","2.77e+00",1
"26022",21182," 11","P2","M15","G8","MALME3M","Oxfenicine","2.77e+00",1
"26023",9146," 98","P2","M15","G8","HT29","Oxfenicine","2.77e+00",1
"26024",17997," 46","P2","M15","G8","M14","Oxfenicine","2.77e+00",1
"26025",7494," 88","P2","M15","G8","EKVX","Oxfenicine","2.77e+00",1
"26026",27004," 68","P2","M15","G8","IGROV1","Oxfenicine","2.77e+00",1
"26027",31879," 64","P2","M15","G8","SF539","Oxfenicine","2.77e+00",1
"26028",25249,"  6","P2","M15","G8","HS578T","Oxfenicine","2.77e+00",1
"26029",1002," 95","P2","M15","G8","LOXIMVI","Oxfenicine","2.77e+00",1
"26030",13896," 36","P2","M15","G8","UACC257","Oxfenicine","2.77e+00",1
"26031",2648,"102","P2","M15","G8","MDAMB231","Oxfenicine","2.77e+00",1
"26032",7495," 88","P2","M15","G8","EKVX","Oxfenicine","2.77e+00",1
"26033",9848," 41","P2","M15","G8","OVCAR5","Oxfenicine","2.77e+00",1
"26034",19546,"  5","P2","M15","G8","A498","Oxfenicine","2.77e+00",1
"26035",10031,"132","P2","M16","G8","OVCAR5","Paclitaxel","1.10e+01",2
"26036",27276,"204","P2","M16","G8","IGROV1","Paclitaxel","1.10e+01",2
"26037",9187,"118","P2","M16","G8","HT29","Paclitaxel","1.10e+01",2
"26038",27277,"204","P2","M16","G8","IGROV1","Paclitaxel","1.10e+01",2
"26039",15843,"193","P2","M16","G8","SW620","Paclitaxel","1.10e+01",2
"26040",2812,"184","P2","M16","G8","MDAMB231","Paclitaxel","1.10e+01",2
"26041",25481,"122","P2","M16","G8","HS578T","Paclitaxel","1.10e+01",2
"26042",9186,"118","P2","M16","G8","HT29","Paclitaxel","1.10e+01",2
"26043",15842,"193","P2","M16","G8","SW620","Paclitaxel","1.10e+01",2
"26044",17440,"176","P2","M16","G8","OVCAR4","Paclitaxel","1.10e+01",2
"26045",23085,"148","P2","M16","G8","ACHN","Paclitaxel","1.10e+01",2
"26046",32969,"201","P2","M16","G8","BT549","Paclitaxel","1.10e+01",2
"26047",10030,"132","P2","M16","G8","OVCAR5","Paclitaxel","1.10e+01",2
"26048",32968,"201","P2","M16","G8","BT549","Paclitaxel","1.10e+01",2
"26049",21409,"124","P2","M16","G8","MALME3M","Paclitaxel","1.10e+01",2
"26050",4411,"174","P2","M16","G8","T47D","Paclitaxel","1.10e+01",2
"26051",32103,"176","P2","M16","G8","SF539","Paclitaxel","1.10e+01",2
"26052",27975,"145","P2","M16","G8","HCT15","Paclitaxel","1.10e+01",2
"26053",1205,"196","P2","M16","G8","LOXIMVI","Paclitaxel","1.10e+01",2
"26054",12506,"157","P2","M16","G8","COLO205","Paclitaxel","1.10e+01",2
"26055",4410,"174","P2","M16","G8","T47D","Paclitaxel","1.10e+01",2
"26056",12507,"157","P2","M16","G8","COLO205","Paclitaxel","1.10e+01",2
"26057",19887,"175","P2","M16","G8","A498","Paclitaxel","1.10e+01",2
"26058",21408,"124","P2","M16","G8","MALME3M","Paclitaxel","1.10e+01",2
"26059",23084,"148","P2","M16","G8","ACHN","Paclitaxel","1.10e+01",2
"26060",17441,"176","P2","M16","G8","OVCAR4","Paclitaxel","1.10e+01",2
"26061",2813,"184","P2","M16","G8","MDAMB231","Paclitaxel","1.10e+01",2
"26062",19886,"175","P2","M16","G8","A498","Paclitaxel","1.10e+01",2
"26063",1204,"196","P2","M16","G8","LOXIMVI","Paclitaxel","1.10e+01",2
"26064",32102,"176","P2","M16","G8","SF539","Paclitaxel","1.10e+01",2
"26065",18218,"157","P2","M16","G8","M14","Paclitaxel","1.10e+01",2
"26066",27974,"145","P2","M16","G8","HCT15","Paclitaxel","1.10e+01",2
"26067",25480,"122","P2","M16","G8","HS578T","Paclitaxel","1.10e+01",2
"26068",30526,"204","P2","M16","G8","SKMEL2","Paclitaxel","1.10e+01",2
"26069",7598,"140","P2","M16","G8","EKVX","Paclitaxel","1.10e+01",2
"26070",14112,"144","P2","M16","G8","UACC257","Paclitaxel","1.10e+01",2
"26071",7599,"140","P2","M16","G8","EKVX","Paclitaxel","1.10e+01",2
"26072",18219,"157","P2","M16","G8","M14","Paclitaxel","1.10e+01",2
"26073",6066,"190","P2","M16","G8","HOP62","Paclitaxel","1.10e+01",2
"26074",6067,"190","P2","M16","G8","HOP62","Paclitaxel","1.10e+01",2
"26075",14113,"144","P2","M16","G8","UACC257","Paclitaxel","1.10e+01",2
"26076",30527,"204","P2","M16","G8","SKMEL2","Paclitaxel","1.10e+01",2
"26077",30293," 87","P2","M17","G9","SKMEL2","Mercaptopurine","1.10e+01",1
"26078",13952," 64","P2","M17","G9","UACC257","Mercaptopurine","1.10e+01",1
"26079",2612," 84","P2","M17","G9","MDAMB231","Mercaptopurine","1.10e+01",1
"26080",15578," 61","P2","M17","G9","SW620","Mercaptopurine","1.10e+01",1
"26081",32629," 31","P2","M17","G9","BT549","Mercaptopurine","1.10e+01",1
"26082",25294," 29","P2","M17","G9","HS578T","Mercaptopurine","1.10e+01",1
"26083",21286," 63","P2","M17","G9","MALME3M","Mercaptopurine","1.10e+01",1
"26084",9884," 59","P2","M17","G9","OVCAR5","Mercaptopurine","1.10e+01",1
"26085",31782," 16","P2","M17","G9","SF539","Mercaptopurine","1.10e+01",1
"26086",17180," 46","P2","M17","G9","OVCAR4","Mercaptopurine","1.10e+01",1
"26087",15579," 61","P2","M17","G9","SW620","Mercaptopurine","1.10e+01",1
"26088",19659," 61","P2","M17","G9","A498","Mercaptopurine","1.10e+01",1
"26089",8961,"  5","P2","M17","G9","HT29","Mercaptopurine","1.10e+01",1
"26090",17993," 44","P2","M17","G9","M14","Mercaptopurine","1.10e+01",1
"26091",17992," 44","P2","M17","G9","M14","Mercaptopurine","1.10e+01",1
"26092",8960,"  5","P2","M17","G9","HT29","Mercaptopurine","1.10e+01",1
"26093",12264," 36","P2","M17","G9","COLO205","Mercaptopurine","1.10e+01",1
"26094",25295," 29","P2","M17","G9","HS578T","Mercaptopurine","1.10e+01",1
"26095",13953," 64","P2","M17","G9","UACC257","Mercaptopurine","1.10e+01",1
"26096",4171," 54","P2","M17","G9","T47D","Mercaptopurine","1.10e+01",1
"26097",26982," 57","P2","M17","G9","IGROV1","Mercaptopurine","1.10e+01",1
"26098",5799," 56","P2","M17","G9","HOP62","Mercaptopurine","1.10e+01",1
"26099",969," 78","P2","M17","G9","LOXIMVI","Mercaptopurine","1.10e+01",1
"26100",4170," 54","P2","M17","G9","T47D","Mercaptopurine","1.10e+01",1
"26101",9885," 59","P2","M17","G9","OVCAR5","Mercaptopurine","1.10e+01",1
"26102",19658," 61","P2","M17","G9","A498","Mercaptopurine","1.10e+01",1
"26103",21287," 63","P2","M17","G9","MALME3M","Mercaptopurine","1.10e+01",1
"26104",968," 78","P2","M17","G9","LOXIMVI","Mercaptopurine","1.10e+01",1
"26105",31783," 16","P2","M17","G9","SF539","Mercaptopurine","1.10e+01",1
"26106",12265," 36","P2","M17","G9","COLO205","Mercaptopurine","1.10e+01",1
"26107",30292," 87","P2","M17","G9","SKMEL2","Mercaptopurine","1.10e+01",1
"26108",26983," 57","P2","M17","G9","IGROV1","Mercaptopurine","1.10e+01",1
"26109",22838," 25","P2","M17","G9","ACHN","Mercaptopurine","1.10e+01",1
"26110",7362," 22","P2","M17","G9","EKVX","Mercaptopurine","1.10e+01",1
"26111",17181," 46","P2","M17","G9","OVCAR4","Mercaptopurine","1.10e+01",1
"26112",27737," 26","P2","M17","G9","HCT15","Mercaptopurine","1.10e+01",1
"26113",22839," 25","P2","M17","G9","ACHN","Mercaptopurine","1.10e+01",1
"26114",32628," 31","P2","M17","G9","BT549","Mercaptopurine","1.10e+01",1
"26115",27736," 26","P2","M17","G9","HCT15","Mercaptopurine","1.10e+01",1
"26116",5798," 56","P2","M17","G9","HOP62","Mercaptopurine","1.10e+01",1
"26117",7363," 22","P2","M17","G9","EKVX","Mercaptopurine","1.10e+01",1
"26118",2613," 84","P2","M17","G9","MDAMB231","Mercaptopurine","1.10e+01",1
"26119",18310,"203","P2","M18","G9","M14","Etomoxir","1.10e+01",2
"26120",32811,"122","P2","M18","G9","BT549","Etomoxir","1.10e+01",2
"26121",10091,"162","P2","M18","G9","OVCAR5","Etomoxir","1.10e+01",2
"26122",2665,"110","P2","M18","G9","MDAMB231","Etomoxir","1.10e+01",2
